"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1905897","GO:1905897","regulation of response to endoplasmic reticulum stress","12/1152","82/18870",0.00398575688301635,0.0415036940437993,0.0326577765336813,"HSPA1A/PRKN/AGR2/DNAJB9/CAV1/SVIP/ALOX5/LRRK2/DDIT3/NUPR1/ERN1/PPP1R15A",12
"GO:0060759","GO:0060759","regulation of response to cytokine stimulus","21/1152","183/18870",0.00399506847368352,0.0415212650909932,0.0326716025640129,"PADI2/IL1RN/ROBO1/TLR2/SLIT3/CD74/TSLP/EDN1/TREM2/HSPA1A/HSPA1B/PRKN/CAV1/ANGPT1/SYK/KLF4/TLR4/CARD16/IRF7/OAS1/AXL",21
"GO:0032735","GO:0032735","positive regulation of interleukin-12 production","8/1152","43/18870",0.00403134284151994,0.0418184630760335,0.0329054570583011,"TNFSF4/TLR2/CD36/IRF5/SYK/TLR4/NOD2/PLCB1",8
"GO:0014829","GO:0014829","vascular associated smooth muscle contraction","6/1152","26/18870",0.00409020199728263,0.042187954691669,0.0331961968320127,"CHRM3/SLC8A1/GRIP2/EDN1/DOCK4/SCNN1B",6
"GO:0060561","GO:0060561","apoptotic process involved in morphogenesis","6/1152","26/18870",0.00409020199728263,0.042187954691669,0.0331961968320127,"TNFRSF1B/TGFB2/NKX2-5/NOTCH1/FOXC2/BMP7",6
"GO:0098581","GO:0098581","detection of external biotic stimulus","6/1152","26/18870",0.00409020199728263,0.042187954691669,0.0331961968320127,"PGLYRP3/PGLYRP4/TLR2/TREM2/TLR4/NOD2",6
"GO:0007266","GO:0007266","Rho protein signal transduction","17/1152","137/18870",0.00413962729035478,0.0425366230627776,0.0334705515373075,"RHOU/GPR17/ARHGEF3/ROBO1/DLC1/GPR20/ABCA1/LPAR1/ARHGAP20/NRP1/ARHGDIB/LPAR6/STARD13/ADGRG1/NGFR/RASIP1/CELSR1",17
"GO:0072175","GO:0072175","epithelial tube formation","17/1152","137/18870",0.00413962729035478,0.0425366230627776,0.0334705515373075,"TGFB2/WNT4/GRHL3/VANGL2/OSR1/GDF7/CITED2/DLC1/GRHL2/ST14/BMP4/FZD2/SOX9/NOG/SALL4/BMP7/CELSR1",17
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","29/1152","282/18870",0.004215503996327,0.0432347170696739,0.0340198568124635,"LRP8/TGFB2/DDR2/S100A12/MAPRE3/ROBO1/EREG/EGR1/EDN1/ANGPT1/TNFSF15/TLR4/CCND1/DKK1/STOX1/ADAM8/CCND2/HMGA2/LRRK2/FZD10/HSP90AA1/THBS1/GPRC5B/NOD2/MAP2K3/ERN1/SRCIN1/MAP3K10/PDGFB",29
"GO:0001841","GO:0001841","neural tube formation","14/1152","104/18870",0.00427266775749472,0.0436565639912125,0.0343517931090373,"TGFB2/GRHL3/VANGL2/GDF7/CITED2/DLC1/GRHL2/ST14/BMP4/FZD2/NOG/SALL4/BMP7/CELSR1",14
"GO:0019218","GO:0019218","regulation of steroid metabolic process","14/1152","104/18870",0.00427266775749472,0.0436565639912125,0.0343517931090373,"WNT4/FMO5/APOB/ACADL/IL1A/EGR1/INSIG1/NR0B1/EPHX2/AKR1C3/RORA/BMP2/LDLR/ABCG1",14
"GO:0048640","GO:0048640","negative regulation of developmental growth","15/1152","115/18870",0.00428476180966662,0.0436981513397835,0.0343845167103347,"SEMA4A/TRIM46/DRAXIN/RGS4/SEMA3B/FGFR3/CITED2/SEMA3A/G6PD/FGF13/NRP1/SEMA7A/NOG/WNT3/GDF15",15
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","18/1152","149/18870",0.00430834584516574,0.0438565448089208,0.0345091508817899,"S100A7/TNFRSF18/PRSS56/IL1A/VEGFC/CD74/EDN1/TREM2/GPSM3/SERPINE1/PTN/THY1/ADAM8/TRPV4/THBS1/DAPK2/CORO1A/JAM2",18
"GO:0044272","GO:0044272","sulfur compound biosynthetic process","19/1152","161/18870",0.00442611380969542,0.0449712981485098,0.0353863105248823,"CTH/FMO3/GSTM1/CHST2/ELOVL6/ELOVL7/BHMT2/BHMT/PPT2/HS3ST5/HS6ST2/ANGPT1/PAPSS2/SLC27A2/GGT6/CHST9/DSEL/ACSS2/GGT5",19
"GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation","20/1152","173/18870",0.00449954588579474,0.0456322660969054,0.0359064026287766,"TGFB2/KDF1/RAP1GAP/XDH/ROBO1/EREG/CAV1/MAGED1/NOTCH1/OVOL1/ALOX5/KRT4/BMP4/THBS1/DLL4/NUPR1/NGFR/SOX9/CEACAM1/HPN",20
"GO:0002790","GO:0002790","peptide secretion","26/1152","246/18870",0.00455654669682463,0.0459226939111284,0.03613492991712,"CHRM3/S100A8/RAPGEF4/ABCA12/IRS1/IL1RN/PER2/GPR27/ILDR1/FGB/FGA/FGG/CD74/EDN1/CNR1/PRKN/RIMS2/ABCA1/SYT7/UCP2/KCNJ11/ALOX5/TRPV4/KCNB1/PLCB1/GNAZ",26
"GO:0140962","GO:0140962","multicellular organismal-level chemical homeostasis","11/1152","73/18870",0.00455951298866555,0.0459226939111284,0.03613492991712,"ABCA12/KDR/AQP3/TRPV4/OAS1/NEO1/SCNN1B/SCNN1G/MYO5B/CYP4F12/HMOX1",11
"GO:1903305","GO:1903305","regulation of regulated secretory pathway","16/1152","127/18870",0.00457867509033636,0.0459226939111284,0.03613492991712,"WNT7A/GATA2/HTR1B/SYN1/RIMS2/SYK/NOTCH1/SYT7/SYT12/LRRK2/DOC2A/ITGAM/UNC13D/KCNB1/CEACAM1/ITGB2",16
"GO:0051893","GO:0051893","regulation of focal adhesion assembly","10/1152","63/18870",0.00459254886814381,0.0459226939111284,0.03613492991712,"S100A10/WNT4/APOD/KDR/GPM6B/DLC1/THY1/NRP1/THBS1/CAMSAP3",10
"GO:0051965","GO:0051965","positive regulation of synapse assembly","10/1152","63/18870",0.00459254886814381,0.0459226939111284,0.03613492991712,"SEMA4A/NTRK1/WNT7A/EPHB3/SRPX2/BDNF/VSTM5/AMIGO2/SLITRK6/FLRT2",10
"GO:0090109","GO:0090109","regulation of cell-substrate junction assembly","10/1152","63/18870",0.00459254886814381,0.0459226939111284,0.03613492991712,"S100A10/WNT4/APOD/KDR/GPM6B/DLC1/THY1/NRP1/THBS1/CAMSAP3",10
"GO:0061309","GO:0061309","cardiac neural crest cell development involved in outflow tract morphogenesis","4/1152","12/18870",0.00460407471088434,0.0459226939111284,0.03613492991712,"PITX2/EDN1/BMP4/BMP7",4
"GO:0071377","GO:0071377","cellular response to glucagon stimulus","4/1152","12/18870",0.00460407471088434,0.0459226939111284,0.03613492991712,"ASS1/GJB2/GLP2R/FGF21",4
"GO:0072110","GO:0072110","glomerular mesangial cell proliferation","4/1152","12/18870",0.00460407471088434,0.0459226939111284,0.03613492991712,"EGR1/BMP4/BMP7/PDGFB",4
"GO:1902882","GO:1902882","regulation of response to oxidative stress","7/1152","35/18870",0.00462195553226274,0.0460167638550327,0.0362089502007921,"SLC7A11/PRKN/CD36/ADCYAP1R1/STOX1/ALOX5/BMP7",7
"GO:0071526","GO:0071526","semaphorin-plexin signaling pathway","8/1152","44/18870",0.00466890717945964,0.0463993950717833,0.036510029057972,"PLXNA2/SEMA4A/SEMA3B/KDR/EDN1/SEMA3A/NRP1/SEMA7A",8
"GO:0031349","GO:0031349","positive regulation of defense response","44/1152","480/18870",0.00469201582122897,0.0465441132284389,0.0366239026137918,"TNFSF4/TLR5/S100A12/S100A8/IL1RL1/RSAD2/IL15/TLR2/DDX60/EREG/PTGER4/TSLP/HAVCR2/TREM2/HSPA1A/HSPA1B/GPSM3/CNR1/RAET1E/SERPINE1/CD36/CAV1/SYK/TLR4/PDE2A/HSPA8/FOSL1/IRF7/ADAM8/TRPV4/LRRK2/OAS1/OASL/ALOX5AP/HSP90AA1/NUPR1/GPRC5B/NOD2/NLRP1/LDLR/KLK5/KLK7/CEBPA/LGALS1",44
"GO:0001502","GO:0001502","cartilage condensation","5/1152","19/18870",0.00475866587640059,0.0470339280632988,0.0370093204371512,"WNT7A/BMPR1B/CCN2/BARX2/SOX9",5
"GO:0098543","GO:0098543","detection of other organism","5/1152","19/18870",0.00475866587640059,0.0470339280632988,0.0370093204371512,"PGLYRP3/PGLYRP4/TLR2/TLR4/NOD2",5
"GO:0048678","GO:0048678","response to axon injury","12/1152","84/18870",0.00486304907096972,0.0479538159129131,0.0377331473764365,"NTRK1/APOD/NREP/TREM2/PTN/NEFL/KLF4/RTN4RL2/NEO1/RTN4RL1/KCNB1/AXL",12
"GO:1903131","GO:1903131","mononuclear cell differentiation","44/1152","481/18870",0.00486934634591277,0.0479538159129131,0.0377331473764365,"TNFSF4/WNT4/SEMA4A/PIK3R3/PGLYRP3/TNFRSF9/NTRK1/INPP5D/IL1RL2/RSAD2/IL1A/MERTK/ZFP36L2/IL15/IL7R/CAMK4/PTGER4/EGR1/CD74/IL31RA/TREM2/DNAJB9/ACTB/IKZF1/ITM2A/LY6D/SYK/IFNE/RAG1/IRF7/ADAM8/FZD8/TNFSF13B/BMP4/RORA/DLL4/MT1G/FASN/ZBTB46/MAFB/SOX12/AXL/CEBPG/LGALS1",44
"GO:0031623","GO:0031623","receptor internalization","16/1152","128/18870",0.00494446895454646,0.0486057363293502,0.0382461203001304,"PCSK9/TFRC/HTR1B/CD36/CAV1/ACHE/APLN/ANGPT1/SYK/LPAR1/DKK1/ANXA2/CEACAM1/CACNG8/GRK3/ITGB2",16
"GO:1903319","GO:1903319","positive regulation of protein maturation","6/1152","27/18870",0.00499165868393168,0.0489812129598053,0.0385415694685365,"S100A10/ENO1/ADAM8/ANXA2/CCBE1/HPN",6
"GO:0030307","GO:0030307","positive regulation of cell growth","19/1152","163/18870",0.00506246373533858,0.0492874574380824,0.0387825423256922,"TGFB2/NGF/CRABP2/S100A8/FN1/HYAL1/HBEGF/EDN1/PRKN/RIMS2/BDNF/NRP1/SEMA7A/RNF157/RND2/WNT3/HPN/UNC13A/PRR5",19
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","19/1152","163/18870",0.00506246373533858,0.0492874574380824,0.0387825423256922,"NGF/DRAXIN/NTRK1/KDR/RETREG1/FOXQ1/PRKN/NEFL/ANGPT1/BDNF/UCP2/CCND1/NRP1/ADAM8/UNC5B/POU4F1/CORO1A/AXL/NTF4",19
"GO:0003281","GO:0003281","ventricular septum development","11/1152","74/18870",0.0050674628169259,0.0492874574380824,0.0387825423256922,"TGFB2/ROBO1/NKX2-5/SLIT3/CITED2/NOTCH1/PDE2A/BMP4/FZD2/NOG/SALL4",11
"GO:0032526","GO:0032526","response to retinoic acid","14/1152","106/18870",0.00507596740630378,0.0492874574380824,0.0387825423256922,"OSR1/TFRC/LRAT/TRIML2/MICB/KLF4/RORB/ABCA1/AQP3/DKK1/FZD10/GJB2/SOX9/WNT3",14
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","33/1152","337/18870",0.00507716922929935,0.0492874574380824,0.0387825423256922,"KANK4/ARHGEF10L/S100A10/WNT4/GRHL3/RGS4/TMSB10/IL1A/PLEK/HCLS1/BST1/PTGER4/EDN1/CCN2/PRKN/SCIN/FSCN1/TMSB4X/GPM6B/DLC1/LPAR1/NRP1/RAPGEF3/FZD10/SPTB/FHOD1/CORO1A/CSF3/ARHGAP44/PPM1E/CELSR1/BAIAP2L2/SHANK3",33
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","33/1152","337/18870",0.00507716922929935,0.0492874574380824,0.0387825423256922,"WNT4/ENO1/FMO5/APOB/ACADL/ERFE/IRS1/PLEK/SLC7A11/BHMT/EGR1/CD74/TREM2/GUCA1B/CNR1/PRKN/INSIG1/CAV1/IGFBP3/ADCYAP1R1/TMSB4X/EPHX2/SLC2A6/AKR1C3/RORA/NUPR1/SOX9/C1QTNF1/BMP2/TRIB3/LDLR/CEACAM1/ABCG1",33
"GO:0031214","GO:0031214","biomineral tissue development","20/1152","175/18870",0.00511825564423367,0.049422021699462,0.0388884261434775,"WNT4/DDR2/OSR1/SLC8A1/BMPR1B/FGFR3/ADGRV1/FBN2/SNX10/PTN/GPM6B/TMEM38B/NOTCH1/SRGN/ALOX5/PTHLH/BMP4/SOX9/BMP2/BMP7",20
"GO:0048659","GO:0048659","smooth muscle cell proliferation","20/1152","175/18870",0.00511825564423367,0.049422021699462,0.0388884261434775,"DDR2/APOD/HPGD/EREG/HBEGF/EDN1/GJA1/HTR1B/IGFBP3/APLN/TRIB1/TLR4/DDIT3/BMP4/THBS1/ERN1/BMP2/PTGIR/PDGFB/HMOX1",20
"GO:0055088","GO:0055088","lipid homeostasis","20/1152","175/18870",0.00511825564423367,0.049422021699462,0.0388884261434775,"PCSK9/APOB/ABCA12/MALL/TREM2/INSIG1/CAV1/NPC1L1/EPHX2/ABCA1/EHD1/DGAT2/RORA/TLCD3B/PLSCR3/LDLR/ANGPTL4/CEBPA/PNPLA3/ABCG1",20
"GO:0001885","GO:0001885","endothelial cell development","10/1152","64/18870",0.00515230709646778,0.0496627689333868,0.039077861555138,"MSN/STC1/S1PR3/PDE2A/ROBO4/RAPGEF3/FASN/PPP1R16B/PLCB1/TJP3",10
"GO:0071902","GO:0071902","positive regulation of protein serine/threonine kinase activity","17/1152","140/18870",0.005162301172342,0.0496711876052553,0.0390844859077632,"S100A12/MAPRE3/ROBO1/EDN1/TLR4/CCND1/DKK1/ADAM8/CCND2/HMGA2/LRRK2/FZD10/THBS1/NOD2/ERN1/MAP3K10/PDGFB",17
